app,category,rating,review,size,installs,type,price,content_rating,genres,last_updated,current_version,android_ver
RemoteEXforNISSAN,COMMUNICATION,2.3,223,1.0,5000,Paid,1.49,Everyone,Communication,2014-07-26,1.3,3.0
GetOverYourEx,DATING,4.1,10,11000000.0,5000,Free,0.0,Everyone,Dating,2017-04-12,1.1,4.0.3
AdvancedEXforMITSUBISHI,TOOLS,2.9,33,141000.0,1000,Paid,4.99,Everyone,Tools,2015-08-21,1.1,1.6
AdvancedEXforKIA,TOOLS,3.3,257,160000.0,5000,Paid,4.99,Everyone,Tools,2015-03-14,1.4,1.6
AdvancedEXforNISSAN,TOOLS,2.9,164,144000.0,5000,Paid,4.99,Everyone,Tools,2015-03-14,1.3,1.6
AdvancedEXforFIAT,TOOLS,3.5,138,141000.0,5000,Paid,4.99,Everyone,Tools,2015-03-05,1.6,1.6
AdvancedEXforRENAULT,TOOLS,2.8,130,143000.0,5000,Paid,4.99,Everyone,Tools,2015-03-14,1.1,1.6
AurumBladeEX,FAMILY,4.3,28151,17000000.0,1000000,Free,0.0,Everyone 10+,Role Playing,2015-06-04,1.0.2,2.2
SCIEx,HEALTH_AND_FITNESS,3.5,8,7.9,1000,Free,0.0,Everyone,Health  Fitness,2018-06-28,1.0060.b0060,5.0
PapyrusEx,TOOLS,4.6,1092,190000.0,100000,Free,0.0,Everyone,Tools,2012-06-27,2.3.3,2.1
GLASSGOLauncherEXTheme,PERSONALIZATION,4.2,18280,6.0,1000000,Free,0.0,Everyone,Personalization,2015-01-08,1.28,1.6
MoonlightGOWeatherEX,WEATHER,4.2,11510,3.5,1000000,Free,0.0,Everyone,Weather,2014-08-28,1.4,2.2
MyExGirlfriendComesBack,FAMILY,3.7,3258,26000000.0,500000,Free,0.0,Everyone,Casual,2016-03-04,1.0.0,2.3
AnEliteWarriorEx,GAME,4.7,15,93000000.0,100,Paid,0.99,Everyone,Adventure,2016-11-21,1.59,4.0.3
GodsWarsEx:Vampire,FAMILY,3.9,1550,21000000.0,100000,Free,0.0,Teen,Role Playing,2017-10-28,1.0.6,3.0
BakaReaderEX,BOOKS_AND_REFERENCE,4.3,8894,2.3,100000,Free,0.0,Everyone,Books  Reference,2018-07-23,1.1.51,4.0
XyourExBreakUpTreatment,HEALTH_AND_FITNESS,4.0,32,64000000.0,5000,Free,0.0,Everyone,Health  Fitness,2017-05-20,3.9,4.1
ExQuotes,LIFESTYLE,4.4,129,8.1,50000,Free,0.0,Everyone 10+,Lifestyle,2018-06-16,3.0.1,4.1
GOContactsEXBlackGrey,PERSONALIZATION,3.7,21,376000.0,500,Paid,0.99,Everyone,Personalization,2013-09-24,1.0,1.6
CYANOGENGOLauncherEXTheme,PERSONALIZATION,4.3,60298,13000000.0,5000000,Free,0.0,Everyone,Personalization,2015-01-08,1.38,1.6
ExServiceTaxis,BUSINESS,3.5,15,8.0,1000,Free,0.0,Everyone,Business,2015-10-21,20.7.9.2,2.3
S.O.L:StoneofLifeEX,FAMILY,4.3,171220,42000000.0,5000000,Free,0.0,Everyone 10+,Role Playing,2015-07-28,1.2.6,2.3.3
HowToGetYourExBackFast,LIFESTYLE,4.0,22,19000000.0,5000,Free,0.0,Everyone,Lifestyle,2018-02-07,15.0,4.0.3
ExDialerPROKey,COMMUNICATION,4.5,5474,17000.0,100000,Paid,3.99,Everyone,Communication,2014-01-15,81,2.1
VolumeControlEx,TOOLS,4.2,5,2.5,100,Paid,1.49,Everyone,Tools,2018-07-30,1.6.2,4.0
VirtualDiceEX,GAME,4.3,40,3.6,5000,Free,0.0,Everyone,Board,2016-03-15,2.8,3.0
BlackThemeGoLauncherEX,PERSONALIZATION,4.1,285,3.9,50000,Free,0.0,Teen,Personalization,2017-10-03,5.0,2.3
EYEvents,BUSINESS,2.5,31,54000000.0,10000,Free,0.0,Everyone,Business,2018-04-04,2.6,4.1
EYGlobalOne,BUSINESS,2.7,11,6.8,1000,Free,0.0,Everyone,Business,2017-11-27,3.1.0,2.2
EYTaxChat,FINANCE,1.2,44,27000000.0,1000,Free,0.0,Everyone,Finance,2018-04-09,3.24.0,6.0
EYIndiaTaxInsights,BUSINESS,4.7,87,5.1,10000,Free,0.0,Everyone,Business,2017-07-15,0.0.1,4.1
EYForensics,FINANCE,4.9,7,3.4,1000,Free,0.0,Everyone,Finance,2016-06-17,1.0.1,4.0.3
EYIndiaCFOInsights,BUSINESS,4.7,37,10000000.0,5000,Free,0.0,Everyone,Business,2018-06-29,1.5,4.1
EYATLFuelCalculator,PRODUCTIVITY,4.4,15,3.1,500,Free,0.0,Everyone,Productivity,2018-07-21,12,2.1
FuelCalculatorforEY,TOOLS,4.7,32,2.7,1000,Free,0.0,Everyone,Tools,2018-06-15,1.11,2.1
EYDigiIndiaPersonalTax,BUSINESS,4.0,2,1.7,100,Free,0.0,Everyone,Business,2018-05-24,5.0,4.0.3
PinkGuyEyB0ss,FAMILY,4.7,13,1.2,500,Free,0.0,Everyone,Entertainment,2016-05-04,1.0,4.0.3
EYStaffENTERTAINER,LIFESTYLE,4.3,218,19000000.0,10000,Free,0.0,Everyone,Lifestyle,2017-01-16,1.0.3,2.3
EySeyStorytimeរឿងនិទានតាឥសី,FAMILY,4.7,1327,44000000.0,10000,Free,0.0,Everyone,Education Education,2017-05-18,1.2.2,4.0.3
EyesTheScaryHorrorGameAdventure,GAME,4.4,499483,99000000.0,10000000,Free,0.0,Teen,Adventure,2018-08-02,5.6.14,4.1
EYOilGas,BUSINESS,4.6,20,15000000.0,1000,Free,0.0,Everyone,Business,2017-10-12,1.4.36,4.0.3
ThirdEye,TOOLS,4.4,19877,4.5,1000000,Free,0.0,Everyone,Tools,2018-01-07,1.1.6,4.0
SudokuMaster,GAME,4.4,58387,3.3,1000000,Free,0.0,Everyone,Word,2013-12-13,1.1.2,2.1
JungleMonkeyRun,GAME,4.4,54082,21000000.0,10000000,Free,0.0,Everyone,Adventure,2018-07-11,1.6.8,4.0.3
HeyThat'sPrettyGood!,TOOLS,4.6,222,10000000.0,10000,Free,0.0,Everyone,Tools,2016-07-29,4.2.0,2.3
Everbridge,COMMUNICATION,3.1,497,36000000.0,100000,Free,0.0,Everyone,Communication,2018-07-17,8.6.2,4.4
IamDentistSavemyTeeth,FAMILY,4.3,7443,33000000.0,100000,Free,0.0,Everyone,Casual,2016-09-29,1.0.11,3.0
BestAutoCallRecorderFree,COMMUNICATION,3.7,7,4.3,500,Free,0.0,Everyone,Communication,2017-10-02,2.1,4.1
FilterGridCamPhotoEditor,PHOTOGRAPHY,4.6,126338,9.6,1000000,Free,0.0,Everyone,Photography,2017-03-15,2.0.5,4.0
EtihadAirways,TRAVEL_AND_LOCAL,4.1,3674,61000000.0,500000,Free,0.0,Everyone,Travel  Local,2018-07-09,1.8.1 (41),5.0
BeachVolleyball3D,SPORTS,4.2,43191,14000000.0,5000000,Free,0.0,Everyone,Sports,2018-01-10,1.0.3,2.1
Organizer,PRODUCTIVITY,4.4,936,5.4,50000,Paid,2.99,Everyone,Productivity,2018-06-17,2.96,4.0
EZVideoDownloadforFacebook,SOCIAL,4.1,34079,1.3,1000000,Free,0.0,Teen,Social,2017-03-14,2.001,4.0.3
EZCleanerBoosterOptimizer,TOOLS,4.4,6801,2.8,500000,Free,0.0,Everyone,Tools,2018-01-08,1.3.1,4.0.3
EZPZRPG,FAMILY,3.8,70903,47000000.0,1000000,Free,0.0,Everyone 10+,Role Playing,2016-10-27,2.164.4,2.3
EZInspections,PRODUCTIVITY,2.8,160,7.6,10000,Free,0.0,Everyone,Productivity,2018-07-27,4.5.24,4.2
EZELDUpdate,AUTO_AND_VEHICLES,3.1,14,4.6,1000,Free,0.0,Everyone,Auto  Vehicles,2018-02-09,16.00,4.3
EZDisplay,PRODUCTIVITY,2.9,280,10.0,50000,Free,0.0,Everyone,Productivity,2014-11-14,1.0.0.457,4.0
EZWebVideoCast|Chromecast,VIDEO_PLAYERS,4.1,1276,4.6,100000,Free,0.0,Everyone,Video Players  Editors,2017-12-14,1.0,4.4
ezShareAndroidapp,PHOTOGRAPHY,3.3,1461,13000000.0,100000,Free,0.0,Everyone,Photography,2017-08-31,3.2.6,2.3
EZFileManager(RootExplorer),PRODUCTIVITY,3.5,626,1.2,100000,Free,0.0,Everyone,Productivity,2015-06-23,1.1,3.2
EZLauncher,PERSONALIZATION,4.2,18926,2.9,1000000,Free,0.0,Everyone,Personalization,2013-09-28,0.5.2 beta,2.2
EZSEE,VIDEO_PLAYERS,2.8,71,10000000.0,10000,Free,0.0,Everyone,Video Players  Editors,2018-07-18,3.08,5.0
EZELDDriverApp(Free),AUTO_AND_VEHICLES,2.1,83,4.8,5000,Free,0.0,Everyone,Auto  Vehicles,2018-07-29,1.0.12,4.3
EzMirrorMatch,GAME,4.4,3344,36000000.0,500000,Free,0.0,Everyone,Arcade,2018-01-03,2.1,4.0
EZNotesLite,PRODUCTIVITY,4.4,69,3.5,1000,Free,0.0,Everyone,Productivity,2016-07-08,2.79,4.0
DreamEZ,HEALTH_AND_FITNESS,4.1,107,50000000.0,10000,Free,0.0,Everyone,Health  Fitness,2016-03-24,1.0.0,3.0
EzTexting,BUSINESS,3.3,49,51000.0,10000,Free,0.0,Everyone,Business,2012-01-18,0.59,2.1
EZTVPlayer,VIDEO_PLAYERS,3.5,51,11000000.0,10000,Free,0.0,Everyone,Video Players  Editors,2018-06-26,8.0.9,5.0
EZGUIGroundStation,TOOLS,4.7,3696,29000000.0,50000,Free,0.0,Everyone,Tools,2017-08-10,4.5,4.3
EziCam,PHOTOGRAPHY,3.1,7300,46000000.0,1000000,Free,0.0,Teen,Photography,2018-01-12,V4.1.0,5.0
EZApp™TrainControl,TOOLS,4.3,33,46000000.0,1000,Free,0.0,Everyone,Tools,2016-12-06,1.0,4.3
EZAppInstaller,TOOLS,4.1,533,1.4,100000,Free,0.0,Everyone,Tools,2017-07-22,1.4.13,4.0
EZClockWeatherWidget,WEATHER,4.2,6849,1.2,1000000,Free,0.0,Everyone,Weather,2014-03-05,v1.9.6 beta 1,2.1
EZPass,TOOLS,2.5,15,228000.0,5000,Free,0.0,Everyone,Tools,2016-09-10,1.3,2.3
EZView,BUSINESS,3.0,287,9.8,50000,Free,0.0,Everyone,Business,2015-10-26,1.0.0.32,4.0
EZTAGExpress,TRAVEL_AND_LOCAL,3.2,86,39000000.0,10000,Free,0.0,Everyone,Travel  Local,2018-05-17,2.5.186032,4.4
EZWifiNotification,COMMUNICATION,4.3,260,193000.0,10000,Free,0.0,Everyone,Communication,2014-08-11,1.8,2.2
EZVPNGate,TOOLS,4.3,36,12000000.0,5000,Free,0.0,Everyone,Tools,2017-08-21,1.0.7,4.0.3
EZSwitchWidget,PRODUCTIVITY,4.2,2412,192000.0,100000,Free,0.0,Everyone,Productivity,2012-09-27,0.1.8 beta,2.2
EZBuilderMobile,FAMILY,4.3,51,57000000.0,5000,Free,0.0,Everyone,Education,2018-04-02,2018.04.02.00,3.0
EZLED,TOOLS,2.2,19,2.1,1000,Free,0.0,Everyone,Tools,2017-09-05,1.1,4.3
FMBankEZBanking,FINANCE,3.9,49,3.9,10000,Free,0.0,Everyone,Finance,2017-02-24,3.34.0+1702241319.a,4.1
MyEZLinkMobile,LIFESTYLE,2.8,3187,11000000.0,100000,Free,0.0,Everyone,Lifestyle,2017-01-27,1.0.11,4.0
EZFinancialCalculator,FINANCE,4.4,32,2.3,1000,Free,0.0,Everyone,Finance,2018-01-13,2.3,4.4
EZQuran,BOOKS_AND_REFERENCE,4.6,595,8.5,50000,Free,0.0,Everyone,Books  Reference,2016-06-28,6.0,4.1
EZScreenshot,TOOLS,4.4,55,1.4,5000,Free,0.0,Everyone,Tools,2017-09-12,1.1.4,5.0
EZUtilitiesExtension,TOOLS,3.9,33,473000.0,5000,Free,0.0,Everyone,Tools,2016-05-05,9.0,6.0
EZPlacardFreePlacardCalculator,TOOLS,2.9,7,2.4,1000,Free,0.0,Everyone,Tools,2017-10-26,2,4.1
EZgamescreenrecorderwithaudio1080P,VIDEO_PLAYERS,4.1,40,3.9,1000,Free,0.0,Everyone,Video Players  Editors,2017-07-13,1.0.0,5.0
FAPlayerEssentials,SPORTS,5.0,7,68000000.0,100,Free,0.0,Everyone,Sports,2018-07-23,1.6.0,4.0.3
HTCSenseInputFA,TOOLS,4.6,1420,1.6,100000,Free,0.0,Everyone,Tools,2015-11-09,1.0.606863,5.0
"Messages,TextandVideoChatforMessenger",SOCIAL,4.4,49580,4.0,10000000,Free,0.0,Everyone,Social,2018-06-04,1.24,4.1
AllSocialNetworks,SOCIAL,4.2,22650,1.5,1000000,Free,0.0,Everyone,Social,2018-05-21,2.4.12,4.0
FacebookFacetoFaceEvents,BUSINESS,4.4,4518,26000000.0,1000000,Free,0.0,Everyone,Business,2018-03-01,1.5,4.1
FAPart12PastPapersSolvedFree–Offline,BOOKS_AND_REFERENCE,3.9,46,3.0,5000,Free,0.0,Everyone,Books  Reference,2018-04-30,1.1,4.0
CNYSlots:GongXiFaCai发财机,GAME,3.6,33,71000000.0,5000,Free,0.0,Teen,Casino,2017-06-06,1.2,4.0.3
IlCoccodrilloComeFa,FAMILY,3.4,17,246000.0,1000,Free,0.0,Everyone,Entertainment,2014-11-21,1.0,4.0
FarsiKeyboard,TOOLS,4.3,9716,1.3,1000000,Free,0.0,Everyone,Tools,2018-04-10,4.7,4.0
PremierLeagueOfficialApp,SPORTS,4.3,63782,24000000.0,5000000,Free,0.0,Everyone,Sports,2018-08-07,1.1.5,4.1
GoldenHoYeahSlotsRealCasinoSlots,GAME,4.4,201537,68000000.0,5000000,Free,0.0,Teen,Casino,2018-08-01,2.1.7,4.0.3
FaFaFa™GoldCasino:Freeslotmachines,GAME,4.3,11051,44000000.0,1000000,Free,0.0,Teen,Casino,2018-06-25,1.9.58,4.0.3
MessengerMessenger,SOCIAL,4.3,38826,7.0,10000000,Free,0.0,Everyone,Social,2018-08-07,1.6,4.1
FarmHeroesSaga,FAMILY,4.4,7615646,71000000.0,100000000,Free,0.0,Everyone,Casual,2018-08-07,5.2.6,2.3
ESPNFantasySports,SPORTS,4.0,176487,10000000.0,5000000,Free,0.0,Everyone,Sports,2017-11-21,5.3.0,4.4
HeartofVegas™Slots–FreeSlotCasinoGames,GAME,4.5,264282,48000000.0,10000000,Free,0.0,Teen,Casino,2018-07-12,3.10.43,4.0.3
FalloutShelter,FAMILY,4.6,2721923,25000000.0,10000000,Free,0.0,Teen,Simulation,2018-06-11,1.13.12,4.1
Authy2FactorAuthentication,TOOLS,4.3,15070,6.3,1000000,Free,0.0,Everyone,Tools,2018-07-30,23.2.7,4.0.3
Facejjang,PHOTOGRAPHY,4.1,100179,96000000.0,10000000,Free,0.0,Everyone,Photography,2018-05-17,2.52,4.0.3
BlockPuzzleWoodLegend,FAMILY,4.4,318867,10000000.0,10000000,Free,0.0,Everyone,Puzzle,2018-07-06,26.0,4.0.3
Soccer2018,SPORTS,3.5,172373,47000000.0,10000000,Free,0.0,Everyone,Sports,2018-07-12,1.3,4.3
FlashLightonCallSMS,TOOLS,4.1,25438,3.2,1000000,Free,0.0,Everyone,Tools,2018-04-24,1.2.3,4.0.3
SwiftforFacebookLite,SOCIAL,4.3,9562,5.8,500000,Free,0.0,Teen,Social,2018-05-31,4.1.0,Varies with device
FriendlyforFacebook,SOCIAL,4.5,42621,23000000.0,1000000,Free,0.0,Teen,Social,2018-08-07,2.1.05,4.4
Miniforfblite,TOOLS,4.0,710,1.1,100000,Free,0.0,Everyone,Tools,2018-05-24,1.0,2.3
FasterforFacebookLite,SOCIAL,4.3,24456,4.6,1000000,Free,0.0,Teen,Social,2018-05-29,4.7,4.1
WhoViewedMyFBProfile,FAMILY,3.4,121,6.3,10000,Free,0.0,Everyone,Entertainment,2017-12-26,2.0,4.0.3
LiteforFacebookMessenger,COMMUNICATION,4.3,76498,4.3,1000000,Free,0.0,Teen,Communication,2018-06-20,6.3.2,Varies with device
ProfileTrackerWhoViewedMyFacebookProfile,SOCIAL,4.7,37090,4.8,500000,Free,0.0,Teen,Social,2018-08-01,5.4,4.1
Whoviewedmyfbprofilepro★★,FAMILY,4.5,6396,4.2,100000,Free,0.0,Everyone,Entertainment,2017-08-17,24.4,4.1
VideoDownloaderForFB:SaveFBVideos2018,TOOLS,4.3,434,3.6,50000,Free,0.0,Everyone,Tools,2018-08-08,1.1.9,4.0.3
PinkColorforFacebook,SOCIAL,4.1,5285,4.0,500000,Free,0.0,Everyone,Social,2018-07-01,2.0.5,4.1
Messenger,SOCIAL,4.1,68025,3.9,10000000,Free,0.0,Everyone,Social,2018-04-16,1.0,4.1
"StickersforImo,fb,whatsapp",SOCIAL,4.4,214,8.7,10000,Free,0.0,Teen,Social,2016-10-23,1.0.0.2,2.3
WhoViewedMyFacebookProfileStalkersVisitors,SOCIAL,4.6,273244,9.9,5000000,Free,0.0,Everyone,Social,2018-06-24,4.1.1,4.0.3
CoverCameraforFB,PHOTOGRAPHY,3.8,742,1.8,100000,Free,0.0,Everyone,Photography,2014-03-09,3.0.0,2.2
MBNotificationsforFB(Free),SOCIAL,3.9,3047,1.5,100000,Free,0.0,Teen,Social,2015-04-29,1.17.0,2.3
MultiMessageforFBMessenger,PRODUCTIVITY,4.2,182,7.0,50000,Free,0.0,Everyone,Productivity,2018-04-28,1.0.1,4.2
FBLive,BUSINESS,3.7,27,18000000.0,5000,Free,0.0,Everyone,Business,2018-05-17,1.2.0,5.0
PhoenixFacebookMessenger,SOCIAL,4.3,9606,3.4,100000,Free,0.0,Teen,Social,2018-07-18,2.2.0717,5.0
FasterSocialforFacebook,SOCIAL,4.2,1236,3.3,100000,Free,0.0,Teen,Social,2018-08-02,1.8,4.3
CheckYourVisitorsonFB?,SOCIAL,3.6,40,1.5,5000,Free,0.0,Everyone,Social,2017-02-17,4.4,4.2
VideosdownloaderforFacebook:fastfbvideosaver,VIDEO_PLAYERS,4.3,20,5.1,5000,Free,0.0,Everyone,Video Players  Editors,2018-04-27,1.0.0,4.0.3
StickersforFacebook,SOCIAL,4.3,11066,10000000.0,1000000,Free,0.0,Everyone,Social,2018-03-13,1.4,4.4
VideoDownloadForFB,TOOLS,4.3,444,1.6,100000,Free,0.0,Everyone,Tools,2017-07-14,1.0,3.0
VideoDownloaderforFB:VideoDownloadwithLink,VIDEO_PLAYERS,4.5,1060,3.2,100000,Free,0.0,Everyone,Video Players  Editors,2017-12-20,2.1,4.0
VideoDownloaderforFB,TOOLS,4.3,53,3.0,5000,Free,0.0,Everyone,Tools,2018-08-01,1.0.1,4.0.3
FBPhotographie,PHOTOGRAPHY,4.7,37,10000000.0,1000,Free,0.0,Everyone,Photography,2016-05-22,2.0,4.0
LiteMessengerforFacebookLite,SOCIAL,3.8,108,2.8,10000,Free,0.0,Teen,Social,2018-05-28,3.1,4.2
DownloadFacebookPhotoAlbums,TOOLS,4.0,3840,2.5,100000,Free,0.0,Everyone,Tools,2017-06-02,2.4,4.4
MiniforFacebooklite,SOCIAL,4.1,260,1.3,10000,Free,0.0,Teen,Social,2018-06-21,1.2,3.0
funnyImageCommentsforFB,SOCIAL,3.9,19,15000000.0,5000,Free,0.0,Teen,Social,2018-02-13,2.0,4.1
IDMforFacebook★Downloader,PRODUCTIVITY,4.3,1905,3.1,100000,Free,0.0,Everyone,Productivity,2015-10-17,7.95,2.3
"UnlimitedGroupLinksWhatsapp,FB,Telegram",SOCIAL,3.4,44,2.8,10000,Free,0.0,Mature 17+,Social,2018-07-03,4.0,4.0.3
HDVideoDownlaoderForFb:XXVideoDownloader,VIDEO_PLAYERS,4.2,61,6.1,10000,Free,0.0,Everyone,Video Players  Editors,2018-07-30,1.0.3,4.0.3
BarcaNewsappforBarcelonaFCFans,SPORTS,4.5,207,4.5,10000,Free,0.0,Everyone,Sports,2017-11-13,2.6.0,4.0
FCBarcelonaFantasyManager:Realfootballmobile,SPORTS,4.4,15221,30000000.0,1000000,Free,0.0,Everyone,Sports,2017-10-02,7.30.005,4.0.3
ClassicFC64IN1,FAMILY,4.2,1749,6.2,100000,Free,0.0,Everyone,Casual,2017-12-29,1.0.0,2.3
FCBarcelonaOfficialKeyboard,SPORTS,4.7,5229,20000000.0,500000,Free,0.0,Everyone,Sports,2018-05-17,2.1.0.0.15734,4.1
BarcelonaLive2018—GoalsNewsforBarcaFCFans,SPORTS,4.6,342,38000000.0,10000,Free,0.0,Everyone,Sports,2018-08-06,2.22.0,4.2
BarcelonaNewsSportfusion,SPORTS,4.4,382,20000000.0,10000,Free,0.0,Everyone,Sports,2018-03-06,3.953,4.1
BarcelonaCalendar,SPORTS,4.4,670,3.1,10000,Free,0.0,Everyone,Sports,2017-11-17,2.2,4.0.3
"BarcaNewsFCBarcelona,WorldFootTransfers",SPORTS,4.8,160,6.4,10000,Free,0.0,Everyone,Sports,2018-08-04,4.0,4.1
FCBayernMunich,SPORTS,4.6,37140,71000000.0,1000000,Free,0.0,Everyone,Sports,2018-08-01,1.3.11,4.1
FCBARCELONAEVENTS,SPORTS,4.3,6,11000000.0,100,Free,0.0,Everyone,Sports,2018-04-22,v2.7.11.16,4.1
CambridgeEnglishFC,FAMILY,4.4,761,11000000.0,50000,Free,0.0,Everyone,Education,2016-10-06,2.1.0,4.0
BarcelonaLiveGoalScoreNewsforBarcaFans,SPORTS,4.4,38,2.6,10000,Free,0.0,Everyone,Sports,2017-08-17,1.0,4.0
SeattleSoundersFC,SPORTS,3.3,974,33000000.0,10000,Free,0.0,Everyone,Sports,2018-08-01,2018.0.12,4.1
FCBConnectFCBarcelona,SOCIAL,4.5,795,21000000.0,50000,Free,0.0,Teen,Social,2018-06-07,2.1.5,4.1
1.FCKölnApp,SPORTS,4.6,2019,41000000.0,100000,Free,0.0,Everyone,Sports,2018-07-20,1.13.0,4.4
FileCommanderFileManager/Explorer,BUSINESS,4.3,758590,12000000.0,100000000,Free,0.0,Everyone,Business,2018-08-02,Varies with device,4.1
FCPorto,SPORTS,4.9,15883,21000000.0,100000,Free,0.0,Everyone,Sports,2018-06-19,2.6.0,4.0.3
FulhamFC,SPORTS,4.3,401,2.8,10000,Free,0.0,Everyone,Sports,2017-08-09,5.0,2.3
ChelseaFCOfficialKeyboard,PRODUCTIVITY,4.5,91397,14000000.0,1000000,Free,0.0,Everyone,Productivity,2018-07-03,3.4.4,5.0
BurnleyFC,SPORTS,4.9,195,29000000.0,5000,Free,0.0,Everyone,Sports,2018-08-01,2018.8.1,4.4
AtlantaUnitedFC,SPORTS,3.7,215,76000000.0,10000,Free,0.0,Everyone,Sports,2018-06-28,2.10.5-prod-release,4.4
BarcelonaWallpaperHD,PERSONALIZATION,4.5,93,5.7,10000,Free,0.0,Everyone,Personalization,2018-02-28,1.10,4.1
SydneyFCOfficialApp,SPORTS,4.6,57,17000000.0,5000,Free,0.0,Everyone,Sports,2018-06-26,3.0.0,4.1
BirminghamCityFC,SPORTS,4.5,191,28000000.0,10000,Free,0.0,Everyone,Sports,2018-08-01,2018.8.1,4.4
FCBrowserFocusPrivacyBrowser,COMMUNICATION,4.1,26,4.6,1000,Free,0.0,Everyone,Communication,2017-11-24,1.0,5.0
NoticiasFCBarcelona,NEWS_AND_MAGAZINES,5.0,4,3.1,100,Free,0.0,Everyone,News  Magazines,2018-06-15,1.3,4.4
TorontoFC,SPORTS,3.4,144,79000000.0,10000,Free,0.0,Teen,Sports,2018-05-11,4.2.5,4.3
MiddlesbroughFCOfficial,SPORTS,4.5,152,36000000.0,10000,Free,0.0,Everyone,Sports,2018-05-29,2018.5.25,4.4
The5thStand,SPORTS,4.8,1697,17000000.0,100000,Free,0.0,Everyone,Sports,2018-07-31,1.2.677,4.4
Galaxian(FC),GAME,4.5,2,7.8,100,Paid,1.99,Everyone,Arcade,2015-11-13,1.0,2.3
FCRedBullSalzburgApp,SPORTS,4.5,1526,89000000.0,50000,Free,0.0,Everyone,Sports,2018-08-07,4.0.4-R,5.0
FCZenitofficialAndroidapp,SPORTS,4.5,5675,49000000.0,100000,Free,0.0,Everyone,Sports,2018-04-18,3.0.10,4.1
FanAppforPortsmouthFC,SPORTS,4.5,53,12000000.0,1000,Free,0.0,Teen,Sports,2016-08-06,060816,4.2
LatestBarcelonaNews24h,NEWS_AND_MAGAZINES,4.5,104,3.0,10000,Free,0.0,Everyone,News  Magazines,2018-01-06,1.3,4.0
MobileFC,SPORTS,4.1,5015,57000000.0,100000,Free,0.0,Everyone,Sports,2018-05-25,125,4.0.3
"FirstCryBabyKidsShopping,FashionParenting",SHOPPING,4.1,41074,16000000.0,5000000,Free,0.0,Everyone,Shopping,2018-06-27,68,4.1
FanAppforReadingFC,SPORTS,3.6,9,13000000.0,500,Free,0.0,Teen,Sports,2016-08-06,060816,4.2
DeportivoTolucaFC,SPORTS,4.7,2317,5.9,50000,Free,0.0,Everyone,Sports,2018-07-26,2.0.20,5.0
UnderdogFC,SPORTS,4.6,216,40000000.0,10000,Free,0.0,Everyone,Sports,2018-08-02,23.17,4.1
LasVegasLightsFC,SPORTS,4.9,10,14000000.0,500,Free,0.0,Everyone,Sports,2018-03-09,2.0.833.18,4.0.3
FDShiftCalendarWidget,TOOLS,4.1,981,73000.0,100000,Free,0.0,Everyone,Tools,2011-03-16,1.2.4,1.6
BankFDInterestCalculator,FINANCE,4.5,166,3.5,10000,Free,0.0,Everyone,Finance,2018-01-07,2.5,4.0.3
FDVRVideoPlayer(Stored),FAMILY,3.9,751,17000000.0,100000,Free,0.0,Everyone,Entertainment,2016-11-30,3.6.1,4.4
FDMobile,FAMILY,3.9,53,7.9,5000,Free,0.0,Everyone,Entertainment,2017-09-20,2.1.2,4.0.3
FormulaDRIFT,SPORTS,4.6,169,19000000.0,10000,Free,0.0,Everyone,Sports,2018-07-27,2.0.855.33,4.0.3
FDVRVirtual3DWebBrowser,FAMILY,3.8,729,30000000.0,100000,Free,0.0,Everyone,Entertainment,2018-03-09,4.6.12c,4.4
FDCommunityFCUMobile,FINANCE,4.7,175,12000000.0,1000,Free,0.0,Everyone,Finance,2018-06-12,5.9.1.0,5.0
FemaleDaily,BEAUTY,3.9,4354,42000000.0,100000,Free,0.0,Teen,Beauty,2018-08-06,2.5.1,4.0.3
FDVRVirtualAppLauncher,LIBRARIES_AND_DEMO,4.1,1463,7.4,100000,Free,0.0,Everyone,Libraries  Demo,2016-11-30,3.6.1,4.4
FDVRPlayerfor360Youtube,FAMILY,3.9,100,9.1,10000,Free,0.0,Everyone,Entertainment,2016-11-30,3.6.1,4.4
FDVRStoreVRGamesandApps,FAMILY,4.0,105,7.5,10000,Free,0.0,Everyone,Simulation,2016-11-30,3.6.1,4.4
PolicyAndFDManager,FINANCE,4.3,20,4.8,500,Free,0.0,Everyone,Finance,2018-06-09,14,4.4
FDVRVirtualRealityCamera,FAMILY,4.0,1007,7.4,100000,Free,0.0,Everyone,Entertainment,2016-11-30,3.6.1,4.4
SportsLite,SPORTS,4.4,16,4.9,1000,Free,0.0,Everyone,Sports,2018-07-31,1.0,4.0.3
FDVRTheaterforYoutubeVR,FAMILY,4.1,4585,9.1,1000000,Free,0.0,Everyone,Entertainment,2016-11-30,3.6.1,4.4
StoryTimeFD,FAMILY,5.0,2,4.2,10,Free,0.0,Everyone 10+,Simulation,2016-03-25,1.1,1.6
FDCalculator|TermDeposit|FixedDeposit,FINANCE,4.8,12,2.7,1000,Free,0.0,Everyone,Finance,2018-06-13,2.1,5.0
FinancialCalculatorIndia,FINANCE,4.6,13819,3.9,1000000,Free,0.0,Everyone,Finance,2018-07-04,3.3,4.0
"FDCalculator(EMI,SIP,RDLoanEligilibility)",FINANCE,5.0,104,2.3,1000,Free,0.0,Everyone,Finance,2018-08-07,2.1.0,4.1
